#Filename,File Type,Radial Velocity (km/s),Guessed Spectral Type,Guessed [Fe/H],plate,mjd,fiber
spec-7289-57039-0664.fits,sdssdr12,1.4525,M2,0,7289,57039,664
spec-7315-56685-0446.fits,sdssdr12,-63.885,G3,0,7315,56685,446
spec-7513-56780-0532.fits,sdssdr12,-8.445,F5,0,7513,56780,532
spec-7665-57328-0696.fits,sdssdr12,-63.3,M5,0.5,7665,57328,696
spec-8731-57416-0499.fits,sdssdr12,-201.4333333,K3,-1,8731,57416,499
spec-8533-58017-0182.fits,sdssdr12,-199.2075,G3,0,8533,58017,182
spec-7402-56810-0506.fits,sdssdr12,-55.17333333,M2,0,7402,56810,506
spec-7386-56769-0650.fits,sdssdr12,-13.87833333,K4+WD3,0,7386,56769,650
spec-5384-55984-0432.fits,sdssdr12,-54.29333333,A6,0,5384,55984,432
spec-7283-57063-0948.fits,sdssdr12,-128.2866667,G9+K3,0,7283,57063,948
spec-7687-57007-0454.fits,sdssdr12,-2.748333333,K7+M0,0,7687,57007,454
spec-7294-56739-0802.fits,sdssdr12,-51.545,M4,0.5,7294,56739,802
spec-7728-58138-0642.fits,sdssdr12,-112.4575,M0,-0.5,7728,58138,642
spec-7710-58284-0588.fits,sdssdr12,-16.62,M6,-0.5,7710,58284,588
spec-3426-54977-0222.fits,sdssdr12,-252.765,F3,0,3426,54977,222
spec-8065-58248-0604.fits,sdssdr12,-100.02,G7,-1.5,8065,58248,604
spec-8227-57427-0371.fits,sdssdr12,3.221666667,M2,1,8227,57427,371
spec-7301-56746-0098.fits,sdssdr12,-72.465,G8,-0.5,7301,56746,98
spec-7819-57280-0948.fits,sdssdr12,3.168333333,F6,-1.5,7819,57280,948
spec-8837-57867-0819.fits,sdssdr12,8.891666666,M0,0.5,8837,57867,819
spec-7855-57011-0055.fits,sdssdr12,-98.01833333,M2,1,7855,57011,55
spec-8237-58162-0861.fits,sdssdr12,-101.725,M2,0,8237,58162,861
spec-8278-56990-0291.fits,sdssdr12,23.9425,M4,0.5,8278,56990,291
spec-7296-57046-0397.fits,sdssdr12,-238.4566667,K4,-1,7296,57046,397
spec-2127-53859-0339.fits,sdssdr12,89.91666666,F3,0,2127,53859,339
spec-8219-57429-0028.fits,sdssdr12,-7.9,M6,0,8219,57429,28
spec-10249-58229-0442.fits,sdssdr12,-32.30666667,M5,0.5,10249,58229,442
spec-7420-56753-0500.fits,sdssdr12,-70.34333333,M1,0.5,7420,56753,500
spec-11353-58467-0412.fits,sdssdr12,27.45,M5,0.5,11353,58467,412
spec-7406-56805-0066.fits,sdssdr12,-63.07,M0,-0.5,7406,56805,66
spec-7294-56739-0382.fits,sdssdr12,-0.576666667,K7+M1,0,7294,56739,382
spec-7283-57063-0732.fits,sdssdr12,-14.33833333,M3,-1,7283,57063,732
spec-7403-57071-0235.fits,sdssdr12,-24.925,M2,1,7403,57071,235
spec-11385-58523-0602.fits,sdssdr12,169.2433333,G9+K0,0,11385,58523,602
spec-8384-57513-0215.fits,sdssdr12,-56.6175,M1,-0.5,8384,57513,215
spec-8729-57399-0729.fits,sdssdr12,-138.405,F5,-2,8729,57399,729
spec-7615-56977-0946.fits,sdssdr12,-108.4466667,F5,-2,7615,56977,946
spec-7416-56810-0226.fits,sdssdr12,-0.291666667,F7+G4,0,7416,56810,226
spec-7393-56749-0983.fits,sdssdr12,-33.75833333,M1,0.5,7393,56749,983
spec-7738-58100-0890.fits,sdssdr12,1.0125,K7,0.5,7738,58100,890
spec-7415-57097-0348.fits,sdssdr12,21.50833333,K7,0.5,7415,57097,348
spec-7420-56753-0150.fits,sdssdr12,-6.8225,K2+WD3,0,7420,56753,150
spec-8301-57390-0694.fits,sdssdr12,-99.97833333,F5,-2,8301,57390,694
spec-8382-57513-0100.fits,sdssdr12,-45.60166667,M3,0.5,8382,57513,100
spec-7644-57327-0890.fits,sdssdr12,-49.305,M3,0.5,7644,57327,890
spec-8200-58174-0260.fits,sdssdr12,-102.1016667,M7,0.5,8200,58174,260
spec-7859-57282-0296.fits,sdssdr12,-26.01833333,M5,0.5,7859,57282,296
spec-7373-56990-0326.fits,sdssdr12,9.5325,M2,0,7373,56990,326
spec-7628-56978-0057.fits,sdssdr12,-250.2575,G3,-1,7628,56978,57
spec-7717-58100-0549.fits,sdssdr12,-40.03333333,C5,0,7717,58100,549
spec-7588-56903-0637.fits,sdssdr12,-7.24,M5,0.5,7588,56903,637
spec-7822-57041-0324.fits,sdssdr12,37.78833333,M6,0,7822,57041,324
spec-7392-56992-0683.fits,sdssdr12,4.1775,M2,1,7392,56992,683
spec-7674-57359-0858.fits,sdssdr12,-55.12166667,M1,0.5,7674,57359,858
spec-7429-56740-0262.fits,sdssdr12,-140.485,F4,-1.5,7429,56740,262
spec-8736-57400-0306.fits,sdssdr12,-14.27166667,M8,-0.5,8736,57400,306
spec-7395-57131-0066.fits,sdssdr12,-175.715,G3,0,7395,57131,66
spec-7304-56745-0172.fits,sdssdr12,27.7775,K4+M1,0,7304,56745,172
spec-7286-57096-0606.fits,sdssdr12,-74.97,F5,-1,7286,57096,606
spec-8283-57064-0255.fits,sdssdr12,-1.513333333,K7+M0,0,8283,57064,255
spec-7708-57664-0390.fits,sdssdr12,4.928333333,M1,0.5,7708,57664,390
spec-11636-58462-0790.fits,sdssdr12,29.0125,M2+C5,0,11636,58462,790
spec-8215-58197-0511.fits,sdssdr12,-108.9966667,M1+WD2,0,8215,58197,511
spec-7429-56740-0632.fits,sdssdr12,7.48,M4,0.5,7429,56740,632
spec-8392-57483-0824.fits,sdssdr12,-105.27,A7+F5,0,8392,57483,824
spec-7431-57162-0558.fits,sdssdr12,-116.8816667,K7,-0.5,7431,57162,558
spec-8490-57104-0714.fits,sdssdr12,-36.73666667,M2,1,8490,57104,714
spec-10263-58464-0308.fits,sdssdr12,6.9925,M4,0.5,10263,58464,308
spec-7602-56954-0904.fits,sdssdr12,-48.93833333,G6,-0.5,7602,56954,904
spec-8428-57837-0743.fits,sdssdr12,-125.1433333,F7+G5,0,8428,57837,743
spec-10272-58172-0770.fits,sdssdr12,116.2433333,M4,0.5,10272,58172,770
spec-7869-57012-0482.fits,sdssdr12,-54.45666667,F3,-1,7869,57012,482
spec-11546-58488-0616.fits,sdssdr12,-152.7575,K3,-2,11546,58488,616
spec-7684-57286-0614.fits,sdssdr12,-42.355,M3,-1,7684,57286,614
spec-8430-57488-0237.fits,sdssdr12,-29.4775,M3,0.5,8430,57488,237
spec-10251-58173-0741.fits,sdssdr12,-2.085,M5,0.5,10251,58173,741
spec-7637-56933-0306.fits,sdssdr12,-13.4525,M1,-0.5,7637,56933,306
spec-7685-57062-0504.fits,sdssdr12,-58.95166666,K7,-0.5,7685,57062,504
spec-11312-58433-0810.fits,sdssdr12,11.3075,M5,0.5,11312,58433,810
spec-7394-57131-0722.fits,sdssdr12,-43.60333333,M5,0.5,7394,57131,722
spec-7397-57129-0166.fits,sdssdr12,-58.04833333,F5,-1,7397,57129,166
spec-7665-57328-0550.fits,sdssdr12,7.311666666,M5,0.5,7665,57328,550
spec-7405-57134-0525.fits,sdssdr12,3.975,M0,-0.5,7405,57134,525
spec-7856-57260-0842.fits,sdssdr12,30.08333333,M0,0.5,7856,57260,842
spec-7852-56987-0986.fits,sdssdr12,-32.09833333,M0,0.5,7852,56987,986
spec-2000-53495-0276.fits,sdssdr12,-247.1925,A3+F0,0,2000,53495,276
spec-7278-57041-0308.fits,sdssdr12,-52.3225,M4,0.5,7278,57041,308
spec-7609-56959-0629.fits,sdssdr12,-77.92166666,F4,-0.5,7609,56959,629
spec-7859-57282-0279.fits,sdssdr12,-35.0325,M5,0.5,7859,57282,279
spec-7628-56978-0542.fits,sdssdr12,-35.4475,M5,0.5,7628,56978,542
spec-7428-56781-0860.fits,sdssdr12,-24.03666667,M4,0.5,7428,56781,860
spec-7377-56741-0307.fits,sdssdr12,-27.64,K2,-1,7377,56741,307
spec-8357-58157-0214.fits,sdssdr12,-35.52,M5,0.5,8357,58157,214
spec-8379-57787-0777.fits,sdssdr12,-169.8525,F7+G7,0,8379,57787,777
spec-7822-57041-0631.fits,sdssdr12,37.175,M1,-0.5,7822,57041,631
spec-7380-56753-0701.fits,sdssdr12,20.60333333,M0,0.5,7380,56753,701
spec-7288-57039-0209.fits,sdssdr12,26.77,M4,0.5,7288,57039,209
spec-7516-56782-0186.fits,sdssdr12,9.595,M0,-0.5,7516,56782,186
spec-8381-57512-0924.fits,sdssdr12,-142.3833333,F6,-1.5,8381,57512,924
spec-7430-57105-0716.fits,sdssdr12,-24.13,M4,0.5,7430,57105,716
spec-7424-57160-0522.fits,sdssdr12,-56.685,M3,0.5,7424,57160,522
spec-5357-55956-0768.fits,sdssdr12,-34.18666667,F7,-1,5357,55956,768
spec-11062-58509-0680.fits,sdssdr12,-27.25833333,M7,0.5,11062,58509,680
spec-7823-56978-0689.fits,sdssdr12,-24.2675,K3,-1,7823,56978,689
spec-7912-57310-0976.fits,sdssdr12,-109.1033333,K3,-1,7912,57310,976
spec-7517-56772-0650.fits,sdssdr12,104.485,F8,-1.5,7517,56772,650
spec-8759-57700-0056.fits,sdssdr12,118.295,K4+M0,0,8759,57700,56
spec-8179-57429-0944.fits,sdssdr12,21.42833333,M6,-0.5,8179,57429,944
spec-7691-57040-0898.fits,sdssdr12,-37.525,M4,0.5,7691,57040,898
spec-7387-57038-0594.fits,sdssdr12,-31.255,M2,1,7387,57038,594
spec-8211-57423-0782.fits,sdssdr12,25.275,F6,-1.5,8211,57423,782
spec-7726-58154-0616.fits,sdssdr12,-41.23833333,F4,-1.5,7726,58154,616
spec-7434-57166-0266.fits,sdssdr12,-99.50333333,F3,-2,7434,57166,266
spec-7424-57160-0172.fits,sdssdr12,44.04666667,F7+C4,0,7424,57160,172
spec-7427-56751-0636.fits,sdssdr12,-59.80666666,M3,0.5,7427,56751,636
spec-7666-57339-0433.fits,sdssdr12,53.255,M3,0.5,7666,57339,433
spec-8192-57348-0560.fits,sdssdr12,-25.895,M4,0.5,8192,57348,560
spec-11395-58488-0580.fits,sdssdr12,9.963333333,K3+M1,0,11395,58488,580
spec-8284-57419-0522.fits,sdssdr12,-4.473333333,M6,0,8284,57419,522
spec-11388-58487-0938.fits,sdssdr12,58.405,M4,0.5,11388,58487,938
spec-8392-57483-0062.fits,sdssdr12,-49.435,M3,0.5,8392,57483,62
spec-7732-58108-0721.fits,sdssdr12,-7.683333333,M4,0.5,7732,58108,721
spec-8876-57783-0560.fits,sdssdr12,0.96,M7,0.5,8876,57783,560
spec-7851-56932-0849.fits,sdssdr12,92.20666666,G4,-1.5,7851,56932,849
spec-7275-57093-0115.fits,sdssdr12,30.625,M3,0.5,7275,57093,115
spec-7279-57071-0087.fits,sdssdr12,-157.845,M5,0.5,7279,57071,87
spec-11555-58452-0521.fits,sdssdr12,36.4775,M1,0.5,11555,58452,521
spec-8061-58253-0940.fits,sdssdr12,-24.67333333,M5,0.5,8061,58253,940
spec-7327-56715-0888.fits,sdssdr12,-101.1466667,M2,1,7327,56715,888
spec-7894-57339-0194.fits,sdssdr12,-102.6833333,M8,0,7894,57339,194
spec-8760-57672-0721.fits,sdssdr12,-211.825,K7,-0.5,8760,57672,721
spec-11351-58440-0718.fits,sdssdr12,73.29666666,F6,-1.5,11351,58440,718
spec-7727-58152-0630.fits,sdssdr12,5.815,A9,-1.5,7727,58152,630
spec-7294-56739-0013.fits,sdssdr12,-14.88333333,M1,0.5,7294,56739,13
spec-7661-57286-0446.fits,sdssdr12,-7.446666666,M5,0.5,7661,57286,446
spec-7602-56954-0379.fits,sdssdr12,7.235,M1,0.5,7602,56954,379
spec-10908-58392-0797.fits,sdssdr12,-33.67166667,M3,0.5,10908,58392,797
spec-11126-58436-0274.fits,sdssdr12,192.2466667,K5,-2,11126,58436,274
spec-7880-57336-0219.fits,sdssdr12,-18.88,M5,0.5,7880,57336,219
spec-8393-57864-0797.fits,sdssdr12,-171.175,K7,-0.5,8393,57864,797
spec-7300-56707-0750.fits,sdssdr12,31.465,M2,0,7300,56707,750
spec-7902-57362-0011.fits,sdssdr12,30.97166667,K1,-2,7902,57362,11
spec-7434-57166-0118.fits,sdssdr12,-37.87,M4,0.5,7434,57166,118
spec-7278-57041-0975.fits,sdssdr12,60.81666666,M2,1,7278,57041,975
spec-7760-58080-0353.fits,sdssdr12,-23.7575,M5,0.5,7760,58080,353
spec-7327-56715-0922.fits,sdssdr12,-9.571666666,M2+C3,0,7327,56715,922
spec-7391-56781-0088.fits,sdssdr12,53.9375,M3,0.5,7391,56781,88
spec-8236-58197-0880.fits,sdssdr12,-37.8775,M1,-0.5,8236,58197,880
spec-8499-57431-0965.fits,sdssdr12,-66.21333333,M5,0.5,8499,57431,965
spec-8510-57846-0760.fits,sdssdr12,-63.46,K7,-0.5,8510,57846,760
spec-11401-58491-0396.fits,sdssdr12,3.488333333,M4,0.5,11401,58491,396
spec-10262-58543-0624.fits,sdssdr12,-64.2525,M2,0,10262,58543,624
spec-7311-57038-0332.fits,sdssdr12,109.5383333,F3,0,7311,57038,332
spec-4270-55511-0736.fits,sdssdr12,-97.47,F3,0,4270,55511,736
spec-7285-56991-0668.fits,sdssdr12,62.18333333,M2,0,7285,56991,668
spec-7512-56777-0037.fits,sdssdr12,-87.94666666,F5,-2,7512,56777,37
spec-7685-57062-0380.fits,sdssdr12,-202.2833333,K5,-2,7685,57062,380
spec-7289-57039-0326.fits,sdssdr12,-46.39166667,G4,-0.5,7289,57039,326
spec-10247-58162-0754.fits,sdssdr12,-27.99333333,M3,0.5,10247,58162,754
spec-10239-58142-0920.fits,sdssdr12,110.2533333,G7,-1.5,10239,58142,920
spec-7869-57012-0656.fits,sdssdr12,-17.35333333,M1,-0.5,7869,57012,656
spec-8168-56992-0810.fits,sdssdr12,-3.113333333,M2,0,8168,56992,810
spec-7426-56771-0142.fits,sdssdr12,45.925,M1,-0.5,7426,56771,142
spec-7671-57360-0758.fits,sdssdr12,-16.6225,M2,1,7671,57360,758
spec-8200-58174-0958.fits,sdssdr12,-8.781666666,M3,0.5,8200,58174,958
spec-7840-57003-0600.fits,sdssdr12,31.95,M5,0.5,7840,57003,600
spec-11068-58488-0992.fits,sdssdr12,-167.6066667,F7,0,11068,58488,992
spec-8511-57901-0716.fits,sdssdr12,-67.91333333,M5,0.5,8511,57901,716
spec-7849-56980-0956.fits,sdssdr12,4.55,M3,0.5,7849,56980,956
spec-7652-57579-0564.fits,sdssdr12,-76.905,K3,-1,7652,57579,564
spec-7515-56781-0142.fits,sdssdr12,-25.155,M2,1,7515,56781,142
spec-3150-54806-0468.fits,sdssdr12,-56.5925,F4,-1.5,3150,54806,468
spec-7409-56809-0943.fits,sdssdr12,-118.2575,F7,0,7409,56809,943
spec-8732-57418-0778.fits,sdssdr12,15.27666667,M2+C5,0,8732,57418,778
spec-7610-56980-0991.fits,sdssdr12,-26.5575,M5,0.5,7610,56980,991
spec-2003-53442-0350.fits,sdssdr12,91.29333333,F1,-0.5,2003,53442,350
spec-7412-57162-0575.fits,sdssdr12,-5.3975,M4,0.5,7412,57162,575
spec-7744-58396-0686.fits,sdssdr12,-57.74333333,M6,-0.5,7744,58396,686
spec-7587-57297-0926.fits,sdssdr12,-16.605,M5,0.5,7587,57297,926
spec-7663-57328-0184.fits,sdssdr12,-35.5325,M2,0,7663,57328,184
spec-11070-58452-0750.fits,sdssdr12,4.676666667,M0,-0.5,11070,58452,750
spec-8527-57897-0968.fits,sdssdr12,8.19,M3,0.5,8527,57897,968
spec-7317-56992-0092.fits,sdssdr12,-7.975,K5,-0.5,7317,56992,92
spec-7402-56810-0101.fits,sdssdr12,-115.795,F7,-1,7402,56810,101
spec-8283-57064-0982.fits,sdssdr12,-34.74666667,K4+M1,0,8283,57064,982
spec-7279-57071-0438.fits,sdssdr12,-84.11333333,G9,-0.5,7279,57071,438
spec-7407-56772-0600.fits,sdssdr12,37.27,K0+C4,0,7407,56772,600
spec-8875-57779-0180.fits,sdssdr12,-70.20833333,F7+WD3,0,8875,57779,180
spec-2604-54484-0626.fits,sdssdr12,-171.2766667,F5,-2,2604,54484,626
spec-7664-57367-0384.fits,sdssdr12,-88.57,M5,0.5,7664,57367,384
spec-7413-56769-0348.fits,sdssdr12,-75.51666666,M5,0.5,7413,56769,348
spec-10760-58224-0732.fits,sdssdr12,-6.886666666,M3,0.5,10760,58224,732
spec-7516-56782-0647.fits,sdssdr12,-33.00666667,M1,-0.5,7516,56782,647
spec-11357-58522-0068.fits,sdssdr12,4.7,A6,0,11357,58522,68
spec-7420-56753-0384.fits,sdssdr12,21.45666667,G9,-0.5,7420,56753,384
spec-8534-57905-0978.fits,sdssdr12,-106.7166667,A8,0.5,8534,57905,978
spec-0880-52367-0274.fits,sdssdr12,-12.49333333,F4,-1.5,880,52367,274
spec-11040-58456-0370.fits,sdssdr12,-25.475,M5,0.5,11040,58456,370
spec-7608-56945-0093.fits,sdssdr12,-64.555,M5,0.5,7608,56945,93
spec-8205-58143-0590.fits,sdssdr12,-7.1975,M5,0.5,8205,58143,590
spec-8854-57450-0021.fits,sdssdr12,30.06333333,M4,0.5,8854,57450,21
spec-11401-58491-0729.fits,sdssdr12,-47.41,M8,-0.5,11401,58491,729
spec-7674-57359-0675.fits,sdssdr12,-40.60166667,M3,0.5,7674,57359,675
spec-11634-58484-0030.fits,sdssdr12,-184.2583333,F2,-0.5,11634,58484,30
spec-7292-56709-0260.fits,sdssdr12,-224.2725,F7,-1,7292,56709,260
spec-7398-56781-0082.fits,sdssdr12,-31.4325,M4,0.5,7398,56781,82
spec-7628-56978-0450.fits,sdssdr12,-29.745,M3,-1,7628,56978,450
spec-8067-58253-0090.fits,sdssdr12,-174.0383333,M4,0.5,8067,58253,90
spec-8399-57843-0557.fits,sdssdr12,-153.67,K4+M1,0,8399,57843,557
spec-8406-57513-0004.fits,sdssdr12,-6.7325,M2+C3,0,8406,57513,4
spec-7699-57574-0559.fits,sdssdr12,-48.07,K4,-1,7699,57574,559
spec-7675-57327-0972.fits,sdssdr12,-65.04833333,M6,-0.5,7675,57327,972
spec-7432-57107-0198.fits,sdssdr12,148.1075,K7,-0.5,7432,57107,198
spec-7591-56954-0918.fits,sdssdr12,-234.6816667,M0,0.5,7591,56954,918
spec-0744-52251-0026.fits,sdssdr12,-8.418333333,F3,-2,744,52251,26
spec-7383-56749-0360.fits,sdssdr12,-32.935,M4,0.5,7383,56749,360
spec-11079-58485-0602.fits,sdssdr12,-41.70166667,M5,0.5,11079,58485,602
spec-8372-57787-0102.fits,sdssdr12,18.5275,M2,0,8372,57787,102
spec-7381-56717-0746.fits,sdssdr12,-2.311666667,K5,-0.5,7381,56717,746
spec-7748-58396-0226.fits,sdssdr12,-60.7,M1,0.5,7748,58396,226
spec-8306-57419-0597.fits,sdssdr12,119.6825,K3,-1,8306,57419,597
spec-7658-57312-0606.fits,sdssdr12,-184.6416667,G6,-1.5,7658,57312,606
spec-7915-57309-0605.fits,sdssdr12,17.315,M2,0,7915,57309,605
spec-7303-57013-0409.fits,sdssdr12,8.076666666,M4,0.5,7303,57013,409
spec-7395-57131-0898.fits,sdssdr12,-20.25,M5,0.5,7395,57131,898
spec-8420-58197-0106.fits,sdssdr12,20.49666667,M3,0.5,8420,58197,106
spec-8205-58143-0343.fits,sdssdr12,11.795,M4,0.5,8205,58143,343
spec-11387-58512-0296.fits,sdssdr12,19.005,K5+M0,0,11387,58512,296
spec-7405-57134-0964.fits,sdssdr12,-44.29833333,K2,-1,7405,57134,964
spec-8509-57843-0978.fits,sdssdr12,126.465,C1,0,8509,57843,978
spec-10241-58157-0181.fits,sdssdr12,44.07,M3,-1,10241,58157,181
spec-8730-57672-0340.fits,sdssdr12,7.473333333,K3+M1,0,8730,57672,340
spec-8192-57348-0022.fits,sdssdr12,-72.64833333,M6,0,8192,57348,22
spec-8501-57519-0701.fits,sdssdr12,-11.81333333,M4,0.5,8501,57519,701
spec-7294-56739-0290.fits,sdssdr12,-64.64,M0+WD2,0,7294,56739,290
spec-7423-57135-0106.fits,sdssdr12,-106.2683333,K5,-2,7423,57135,106
spec-7281-57007-0384.fits,sdssdr12,-23.055,M3,0.5,7281,57007,384
spec-7297-57040-0427.fits,sdssdr12,-52.995,K5+WD2,0,7297,57040,427
spec-8185-57431-0053.fits,sdssdr12,20.30666667,M5,0.5,8185,57431,53
spec-8363-58140-0820.fits,sdssdr12,-34.975,M2,1,8363,58140,820
spec-10908-58392-0514.fits,sdssdr12,-164.2833333,G9,-0.5,10908,58392,514
spec-7602-56954-0400.fits,sdssdr12,-59.00333333,M5,0.5,7602,56954,400
spec-7310-56693-0660.fits,sdssdr12,-117.0175,M2,1,7310,56693,660
spec-7636-56989-0735.fits,sdssdr12,48.84333333,M4,0.5,7636,56989,735
spec-7420-56753-0042.fits,sdssdr12,-22.08666667,K4+M1,0,7420,56753,42
spec-7328-56715-0781.fits,sdssdr12,-55.45,K3+WD2,0,7328,56715,781
spec-7877-56898-0767.fits,sdssdr12,-96.38166666,M0,0.5,7877,56898,767
spec-7283-57063-0270.fits,sdssdr12,-11.20333333,K5+M1,0,7283,57063,270
spec-7643-57302-0292.fits,sdssdr12,-253.5975,F2,-0.5,7643,57302,292
spec-7828-57039-0876.fits,sdssdr12,82.91166666,M4,0.5,7828,57039,876
spec-7868-57006-0942.fits,sdssdr12,20.99,M3,0.5,7868,57006,942
spec-7698-58013-0006.fits,sdssdr12,-109.2825,M3,0.5,7698,58013,6
spec-1656-53533-0622.fits,sdssdr12,-253.435,F1,-0.5,1656,53533,622
spec-7577-56944-0789.fits,sdssdr12,-17.51,M4,0.5,7577,56944,789
spec-8437-57894-0193.fits,sdssdr12,-98.4975,K4,-1,8437,57894,193
spec-8393-57864-0514.fits,sdssdr12,10.8125,M5,0.5,8393,57864,514
spec-7825-57030-0220.fits,sdssdr12,-8.835,M4,0.5,7825,57030,220
spec-10738-58251-0008.fits,sdssdr12,-191.1366667,F1,-0.5,10738,58251,8
spec-7818-56989-0841.fits,sdssdr12,-68.23833333,M3,0.5,7818,56989,841
spec-7304-56745-0963.fits,sdssdr12,-27.0675,M3,0.5,7304,56745,963
spec-8370-57520-0092.fits,sdssdr12,3.54,M4,0.5,8370,57520,92
spec-2590-54175-0636.fits,sdssdr12,142.5916667,F2,-0.5,2590,54175,636
spec-8200-58174-0722.fits,sdssdr12,-16.3375,K7+M2,0,8200,58174,722
spec-7613-56988-0041.fits,sdssdr12,-127.93,G9,-1.5,7613,56988,41
spec-7286-57096-0714.fits,sdssdr12,-49.62166667,M3,0.5,7286,57096,714
spec-7426-56771-0791.fits,sdssdr12,-2.473333333,M4,0.5,7426,56771,791
spec-7607-56902-0527.fits,sdssdr12,-219.6175,K5+M1,0,7607,56902,527
spec-6306-56535-0025.fits,sdssdr12,-176.8666667,F0,-1.5,6306,56535,25
spec-7664-57367-0941.fits,sdssdr12,8.138333333,M7,0.5,7664,57367,941
spec-0864-52320-0034.fits,sdssdr12,202.52,A7+F2,0,864,52320,34
spec-8391-57511-0392.fits,sdssdr12,-74.98166666,M5,0.5,8391,57511,392
spec-10910-58254-0436.fits,sdssdr12,-159.5733333,G9+K5,0,10910,58254,436
spec-7276-57061-0626.fits,sdssdr12,-12.16,M1,0.5,7276,57061,626
spec-7424-57160-0826.fits,sdssdr12,-77.51833333,M2,1,7424,57160,826
spec-1697-53142-0414.fits,sdssdr12,152.0975,F6,-0.5,1697,53142,414
spec-11120-58510-0895.fits,sdssdr12,-18.11666667,M3,0.5,11120,58510,895
spec-7703-57333-0366.fits,sdssdr12,-137.4233333,K3,-1,7703,57333,366
spec-7418-57165-0414.fits,sdssdr12,-132.6233333,G9,-1.5,7418,57165,414
spec-7301-56746-0889.fits,sdssdr12,20.895,M4,0.5,7301,56746,889
spec-7752-58072-0886.fits,sdssdr12,12.8575,M8,0,7752,58072,886
spec-7380-56753-0306.fits,sdssdr12,-113.395,M6,-0.5,7380,56753,306
spec-7295-57067-0845.fits,sdssdr12,-9.993333333,M5,0.5,7295,57067,845
spec-7393-56749-0038.fits,sdssdr12,-16.545,M0,0.5,7393,56749,38
spec-7412-57162-0349.fits,sdssdr12,-150.7633333,G4,-1.5,7412,57162,349
spec-7599-56955-0134.fits,sdssdr12,-214.4666667,M2,1,7599,56955,134
spec-7399-57162-0406.fits,sdssdr12,-75.285,M4,0.5,7399,57162,406
spec-8506-57893-0104.fits,sdssdr12,20.7,M4,0.5,8506,57893,104
spec-7278-57041-0060.fits,sdssdr12,-35.6825,K3+M1,0,7278,57041,60
spec-7289-57039-0760.fits,sdssdr12,15.8375,M3,0.5,7289,57039,760
spec-8401-57482-0632.fits,sdssdr12,-57.42333333,K4,-1,8401,57482,632
spec-7386-56769-0304.fits,sdssdr12,-38.48666667,F7,-1,7386,56769,304
spec-8061-58253-0405.fits,sdssdr12,-186.63,G4,-1.5,8061,58253,405
spec-7416-56810-0908.fits,sdssdr12,177.53,G0,-1.5,7416,56810,908
spec-8412-58172-0940.fits,sdssdr12,-105.93,M1,0.5,8412,58172,940
spec-7665-57328-0268.fits,sdssdr12,-43.32166667,M5,0.5,7665,57328,268
spec-7307-56720-0398.fits,sdssdr12,-29.72333333,K2,-1,7307,56720,398
spec-7426-56771-0504.fits,sdssdr12,50.70333333,M2+WD2,0,7426,56771,504
spec-8542-57933-0660.fits,sdssdr12,-104.4716667,K3,-1,8542,57933,660
spec-11352-58456-0406.fits,sdssdr12,-53.94166667,M1,-0.5,11352,58456,406
spec-8199-57428-0524.fits,sdssdr12,-54.8025,M4,0.5,8199,57428,524
spec-7607-56902-0248.fits,sdssdr12,14.39833333,M2,1,7607,56902,248
spec-7835-56986-0422.fits,sdssdr12,-7.758333333,F0,-1.5,7835,56986,422
spec-11345-58428-0189.fits,sdssdr12,5.175,M5,0.5,11345,58428,189
spec-10253-58487-0612.fits,sdssdr12,15.91333333,M8,0,10253,58487,612
spec-8510-57846-0776.fits,sdssdr12,-104.7516667,K0+C4,0,8510,57846,776
spec-7596-56945-0516.fits,sdssdr12,6.406666666,K5,-0.5,7596,56945,516
spec-7380-56753-0890.fits,sdssdr12,-36.31,M0,0.5,7380,56753,890
spec-7625-57011-0570.fits,sdssdr12,-37.51333333,M6,0,7625,57011,570
spec-7303-57013-0389.fits,sdssdr12,-10.69166667,M4,0.5,7303,57013,389
spec-7512-56777-0888.fits,sdssdr12,12.28666667,M2,1,7512,56777,888
spec-10654-58429-0508.fits,sdssdr12,12.18,M6,0,10654,58429,508
spec-11633-58463-0760.fits,sdssdr12,-86.865,K4,-1,11633,58463,760
spec-7905-57666-0604.fits,sdssdr12,-91.4725,K7,0.5,7905,57666,604
spec-7914-57331-0531.fits,sdssdr12,182.9183333,M3,0.5,7914,57331,531
spec-8736-57400-0982.fits,sdssdr12,61.30666666,M6,0,8736,57400,982
spec-7750-58402-0887.fits,sdssdr12,-74.54833333,M3,0.5,7750,58402,887
spec-7621-56985-0981.fits,sdssdr12,8.94,M2,0,7621,56985,981
spec-7286-57096-0978.fits,sdssdr12,-21.615,M2,1,7286,57096,978
spec-7517-56772-0538.fits,sdssdr12,-89.11833333,M3,0.5,7517,56772,538
spec-11561-58485-0936.fits,sdssdr12,-74.905,M1,0.5,11561,58485,936
spec-8302-57389-0170.fits,sdssdr12,-154.9083333,F7,-1,8302,57389,170
spec-7824-57282-0278.fits,sdssdr12,51.86166667,K4+M0,0,7824,57282,278
spec-7303-57013-0736.fits,sdssdr12,-195.11,G3,-1,7303,57013,736
spec-7306-56684-0228.fits,sdssdr12,6.16,K3,-2,7306,56684,228
spec-7732-58108-0222.fits,sdssdr12,-93.86333333,F7+WD3,0,7732,58108,222
spec-7420-56753-0238.fits,sdssdr12,23.75166667,M3,0.5,7420,56753,238
